# node_id   x   y   h
207 2.22497895e+01 -2.38125246e+01 7.18384435e+00
208 2.35574818e+01 -2.38125246e+01 7.81396606e+00
209 2.48651741e+01 -2.38125246e+01 8.44761381e+00
210 2.61728664e+01 -2.38125246e+01 9.08182133e+00
211 7.21132792e+00 -2.26800298e+01 1.74401293e-01
212 8.51902023e+00 -2.26800298e+01 7.90858321e-01
213 9.82671254e+00 -2.26800298e+01 1.40731535e+00
214 1.11344048e+01 -2.26800298e+01 2.02427873e+00
215 1.24420972e+01 -2.26800298e+01 2.64993244e+00
216 1.37497895e+01 -2.26800298e+01 3.27614738e+00
217 1.50574818e+01 -2.26800298e+01 3.90236232e+00
218 1.63651741e+01 -2.26800298e+01 4.52857726e+00
219 1.76728664e+01 -2.26800298e+01 5.15479219e+00
220 1.89805587e+01 -2.26800298e+01 5.78100713e+00
221 2.02882510e+01 -2.26800298e+01 6.40722207e+00
222 2.15959433e+01 -2.26800298e+01 7.03343700e+00
223 2.29036356e+01 -2.26800298e+01 7.65965194e+00
224 2.42113279e+01 -2.26800298e+01 8.28586688e+00
225 2.55190202e+01 -2.26800298e+01 8.91208182e+00
226 6.55748177e+00 -2.15475351e+01 5.49507978e-02
227 7.86517408e+00 -2.15475351e+01 6.71407826e-01
228 9.17286638e+00 -2.15475351e+01 1.28786485e+00
229 1.04805587e+01 -2.15475351e+01 1.90432188e+00
230 1.17882510e+01 -2.15475351e+01 2.52077891e+00
231 1.30959433e+01 -2.15475351e+01 3.13723594e+00
232 1.44036356e+01 -2.15475351e+01 3.75405638e+00
233 1.57113279e+01 -2.15475351e+01 4.37837702e+00
234 1.70190202e+01 -2.15475351e+01 5.00459196e+00
235 1.83267125e+01 -2.15475351e+01 5.63080690e+00
236 1.96344048e+01 -2.15475351e+01 6.25702183e+00
237 2.09420972e+01 -2.15475351e+01 6.88323677e+00
238 2.22497895e+01 -2.15475351e+01 7.50945171e+00
239 2.35574818e+01 -2.15475351e+01 8.13566665e+00
240 2.48651741e+01 -2.15475351e+01 8.76188158e+00
241 2.61728664e+01 -2.15475351e+01 9.38809652e+00
242 7.21132792e+00 -2.04150403e+01 5.51957331e-01
243 8.51902023e+00 -2.04150403e+01 1.16841436e+00
244 9.82671254e+00 -2.04150403e+01 1.78487139e+00
245 1.11344048e+01 -2.04150403e+01 2.40132842e+00
246 1.24420972e+01 -2.04150403e+01 3.01778544e+00
247 1.37497895e+01 -2.04150403e+01 3.63424247e+00
248 1.50574818e+01 -2.04150403e+01 4.25069950e+00
249 1.63651741e+01 -2.04150403e+01 4.86715653e+00
250 1.76728664e+01 -2.04150403e+01 5.48392074e+00
251 1.89805587e+01 -2.04150403e+01 6.00387749e+00
252 2.02882510e+01 -2.04150403e+01 6.54116062e+00
253 2.15959433e+01 -2.04150403e+01 7.09805900e+00
